date,city,hour,minutes
20.11.2023,בית הלל,17,21
20.11.2023,כפר גלעדי,17,21
20.11.2023,כפר יובל,17,21
20.11.2023,מטולה,17,21
20.11.2023,מנרה,17,21
20.11.2023,מעיין ברוך,17,21
20.11.2023,מרגליות,17,21
20.11.2023,משגב עם,17,21
20.11.2023,קריית שמונה,17,21
20.11.2023,תל חי,17,21
21.11.2023,דפנה,07,21
21.11.2023,הגושרים,07,21
21.11.2023,ע'ג'ר,07,21
21.11.2023,קיבוץ דן,07,21
21.11.2023,שאר ישוב,07,21
21.11.2023,שניר,07,21
21.11.2023,אזור תעשייה אכזיב מילואות,18,09
21.11.2023,בצת,18,09
21.11.2023,לימן,18,09
21.11.2023,מצובה,18,09
21.11.2023,ראש הנקרה,18,09
21.11.2023,שלומי,18,09
21.11.2023,אזור תעשייה אכזיב מילואות,18,12
21.11.2023,בצת,18,12
21.11.2023,לימן,18,12
21.11.2023,מצובה,18,12
21.11.2023,ראש הנקרה,18,12
21.11.2023,שלומי,18,12
21.11.2023,דוב''ב,18,14
21.11.2023,מתת,18,14
21.11.2023,סאסא,18,14
21.11.2023,דפנה,18,44
21.11.2023,הגושרים,18,44
21.11.2023,ע'ג'ר,18,44
21.11.2023,קיבוץ דן,18,44
21.11.2023,שאר ישוב,18,44
21.11.2023,שניר,18,44
21.11.2023,חניתה,23,37
21.11.2023,ראש הנקרה,23,46
22.11.2023,אילת,16,04
24.11.2023,אילות,11,44
24.11.2023,אילת,11,44
24.11.2023,אזור תעשייה שחורת,11,44
25.11.2023,דישון,06,52
25.11.2023,יפתח,06,52
25.11.2023,מלכיה,06,52
25.11.2023,מרכז אזורי מבואות חרמון,06,52
25.11.2023,רמות נפתלי,06,52
30.11.2023,דוב''ב,10,47
30.11.2023,מתת,10,47
30.11.2023,סאסא,10,47
01.12.2023,הילה,19,23
01.12.2023,חוסן,19,23
01.12.2023,כפר ורדים,19,23
01.12.2023,מעונה,19,23
01.12.2023,מעיליא,19,23
01.12.2023,מעלות תרשיחא,19,23
08.12.2023,בית הלל,14,30
08.12.2023,כפר גלעדי,14,30
08.12.2023,כפר יובל,14,30
08.12.2023,מטולה,14,30
08.12.2023,מנרה,14,30
08.12.2023,מעיין ברוך,14,30
08.12.2023,מרגליות,14,30
08.12.2023,משגב עם,14,30
08.12.2023,קריית שמונה,14,30
08.12.2023,תל חי,14,30
08.12.2023,גונן,14,30
08.12.2023,כפר בלום,14,30
08.12.2023,כפר סאלד,14,30
08.12.2023,להבות הבשן,14,30
08.12.2023,נאות מרדכי,14,30
08.12.2023,עמיר,14,30
08.12.2023,שדה נחמיה,14,30
08.12.2023,שמיר,14,30
10.12.2023,אבן מנחם,10,01
10.12.2023,אדמית,10,01
10.12.2023,אילון,10,01
10.12.2023,גורן,10,01
10.12.2023,גורנות הגליל,10,01
10.12.2023,זרעית,10,01
10.12.2023,חניתה,10,01
10.12.2023,יערה,10,01
10.12.2023,ערב אל עראמשה,10,01
10.12.2023,שומרה,10,01
10.12.2023,שתולה,10,01
12.12.2023,אדמית,11,22
12.12.2023,אילון,11,22
12.12.2023,גורן,11,22
12.12.2023,גורנות הגליל,11,22
12.12.2023,חניתה,11,22
12.12.2023,יערה,11,22
12.12.2023,ערב אל עראמשה,11,22
12.12.2023,אבירים,11,27
12.12.2023,אלקוש,11,27
12.12.2023,נטועה,11,27
12.12.2023,פסוטה,11,27
12.12.2023,אבן מנחם,11,42
12.12.2023,זרעית,11,42
12.12.2023,שומרה,11,42
12.12.2023,שתולה,11,42
16.12.2023,גונן,11,03
16.12.2023,דישון,11,03
16.12.2023,יפתח,11,03
16.12.2023,כפר בלום,11,03
16.12.2023,כפר סאלד,11,03
16.12.2023,להבות הבשן,11,03
16.12.2023,מלכיה,11,03
16.12.2023,מרכז אזורי מבואות חרמון,11,03
16.12.2023,נאות מרדכי,11,03
16.12.2023,עמיר,11,03
16.12.2023,רמות נפתלי,11,03
16.12.2023,שדה נחמיה,11,03
16.12.2023,שמיר,11,03
16.12.2023,גונן,11,04
16.12.2023,כפר בלום,11,04
16.12.2023,כפר סאלד,11,04
16.12.2023,להבות הבשן,11,04
16.12.2023,נאות מרדכי,11,04
16.12.2023,עמיר,11,04
16.12.2023,שדה נחמיה,11,04
16.12.2023,שמיר,11,04
18.12.2023,דישון,11,38
18.12.2023,יפתח,11,38
18.12.2023,מלכיה,11,38
18.12.2023,מרכז אזורי מבואות חרמון,11,38
18.12.2023,רמות נפתלי,11,38
18.12.2023,דישון,14,58
18.12.2023,יפתח,14,58
18.12.2023,מלכיה,14,58
18.12.2023,מרכז אזורי מבואות חרמון,14,58
18.12.2023,רמות נפתלי,14,58
18.12.2023,דישון,15,56
18.12.2023,יפתח,15,56
18.12.2023,מלכיה,15,56
18.12.2023,מרכז אזורי מבואות חרמון,15,56
18.12.2023,רמות נפתלי,15,56
19.12.2023,איילת השחר,13,34
19.12.2023,גדות,13,34
19.12.2023,חולתה,13,34
19.12.2023,יסוד המעלה,13,34
19.12.2023,משמר הירדן,13,34
19.12.2023,עמוקה,13,34
19.12.2023,שדה אליעזר,13,34
19.12.2023,דוב''ב,14,34
19.12.2023,מתת,14,34
19.12.2023,סאסא,14,34
19.12.2023,אביבים,14,34
19.12.2023,ברעם,14,34
19.12.2023,יראון,14,34
19.12.2023,אזור תעשייה רמת דלתון,14,35
19.12.2023,ג'ש,14,35
19.12.2023,דלתון,14,35
19.12.2023,כרם בן זמרה,14,35
19.12.2023,עלמה,14,35
19.12.2023,ריחאנייה,14,35
19.12.2023,דישון,15,31
19.12.2023,יפתח,15,31
19.12.2023,מלכיה,15,31
19.12.2023,מרכז אזורי מבואות חרמון,15,31
19.12.2023,רמות נפתלי,15,31
21.12.2023,דפנה,12,13
21.12.2023,הגושרים,12,13
21.12.2023,ע'ג'ר,12,13
21.12.2023,קיבוץ דן,12,13
21.12.2023,שאר ישוב,12,13
21.12.2023,שניר,12,13
21.12.2023,אביבים,20,38
21.12.2023,ברעם,20,38
21.12.2023,יראון,20,38
23.12.2023,דישון,14,39
23.12.2023,יפתח,14,39
23.12.2023,מלכיה,14,39
23.12.2023,מרכז אזורי מבואות חרמון,14,39
23.12.2023,רמות נפתלי,14,39
24.12.2023,דוב''ב,02,44
24.12.2023,מתת,02,44
24.12.2023,סאסא,02,44
25.12.2023,איילת השחר,21,45
25.12.2023,גדות,21,45
25.12.2023,חולתה,21,45
25.12.2023,יסוד המעלה,21,45
25.12.2023,משמר הירדן,21,45
25.12.2023,עמוקה,21,45
25.12.2023,שדה אליעזר,21,45
28.12.2023,אבן מנחם,09,17
28.12.2023,זרעית,09,17
28.12.2023,שומרה,09,17
28.12.2023,שתולה,09,17
28.12.2023,דישון,14,05
28.12.2023,יפתח,14,05
28.12.2023,מלכיה,14,05
28.12.2023,מרכז אזורי מבואות חרמון,14,05
28.12.2023,רמות נפתלי,14,05
28.12.2023,דפנה,14,08
28.12.2023,הגושרים,14,08
28.12.2023,ע'ג'ר,14,08
28.12.2023,קיבוץ דן,14,08
28.12.2023,שאר ישוב,14,08
28.12.2023,שניר,14,08
28.12.2023,מג'דל שמס,15,32
28.12.2023,מסעדה,15,32
28.12.2023,נווה אטי''ב,15,32
28.12.2023,נמרוד,15,32
28.12.2023,עין קנייא,15,32
28.12.2023,קלע,15,32
28.12.2023,שעל,15,32
29.12.2023,בית הלל,10,22
29.12.2023,כפר גלעדי,10,22
29.12.2023,כפר יובל,10,22
29.12.2023,מטולה,10,22
29.12.2023,מנרה,10,22
29.12.2023,מעיין ברוך,10,22
29.12.2023,מרגליות,10,22
29.12.2023,משגב עם,10,22
29.12.2023,קריית שמונה,10,22
29.12.2023,תל חי,10,22
29.12.2023,דפנה,10,23
29.12.2023,הגושרים,10,23
29.12.2023,ע'ג'ר,10,23
29.12.2023,קיבוץ דן,10,23
29.12.2023,שאר ישוב,10,23
29.12.2023,שניר,10,23
29.12.2023,דישון,14,35
29.12.2023,יפתח,14,35
29.12.2023,מלכיה,14,35
29.12.2023,מרכז אזורי מבואות חרמון,14,35
29.12.2023,רמות נפתלי,14,35
29.12.2023,אדמית,14,51
29.12.2023,אילון,14,51
29.12.2023,גורן,14,51
29.12.2023,גורנות הגליל,14,51
29.12.2023,חניתה,14,51
29.12.2023,יערה,14,51
29.12.2023,ערב אל עראמשה,14,51
29.12.2023,אביבים,16,05
29.12.2023,ברעם,16,05
29.12.2023,יראון,16,05
29.12.2023,אזור תעשייה רמת דלתון,16,06
29.12.2023,ג'ש,16,06
29.12.2023,דישון,16,06
29.12.2023,דלתון,16,06
29.12.2023,יפתח,16,06
29.12.2023,כרם בן זמרה,16,06
29.12.2023,מלכיה,16,06
29.12.2023,מרכז אזורי מבואות חרמון,16,06
29.12.2023,עלמה,16,06
29.12.2023,ריחאנייה,16,06
29.12.2023,רמות נפתלי,16,06
29.12.2023,איילת השחר,16,06
29.12.2023,גדות,16,06
29.12.2023,חולתה,16,06
29.12.2023,יסוד המעלה,16,06
29.12.2023,משמר הירדן,16,06
29.12.2023,עמוקה,16,06
29.12.2023,שדה אליעזר,16,06
30.12.2023,דפנה,13,51
30.12.2023,הגושרים,13,51
30.12.2023,ע'ג'ר,13,51
30.12.2023,קיבוץ דן,13,51
30.12.2023,שאר ישוב,13,51
30.12.2023,שניר,13,51
31.12.2023,קשת,20,05
31.12.2023,קצרין,20,14
31.12.2023,קצרין,20,14
01.01.2024,אביבים,11,56
01.01.2024,אזור תעשייה רמת דלתון,11,56
01.01.2024,ברעם,11,56
01.01.2024,ג'ש,11,56
01.01.2024,דלתון,11,56
01.01.2024,יראון,11,56
01.01.2024,כרם בן זמרה,11,56
01.01.2024,עלמה,11,56
01.01.2024,ריחאנייה,11,56
01.01.2024,אביבים,15,34
01.01.2024,אזור תעשייה רמת דלתון,15,34
01.01.2024,ברעם,15,34
01.01.2024,ג'ש,15,34
01.01.2024,דישון,15,34
01.01.2024,דלתון,15,34
01.01.2024,יפתח,15,34
01.01.2024,יראון,15,34
01.01.2024,כרם בן זמרה,15,34
01.01.2024,מלכיה,15,34
01.01.2024,מרכז אזורי מבואות חרמון,15,34
01.01.2024,עלמה,15,34
01.01.2024,ריחאנייה,15,34
01.01.2024,רמות נפתלי,15,34
02.01.2024,דישון,11,20
02.01.2024,יפתח,11,20
02.01.2024,מלכיה,11,20
02.01.2024,מרכז אזורי מבואות חרמון,11,20
02.01.2024,רמות נפתלי,11,20
06.01.2024,אבירים,08,04
06.01.2024,אלקוש,08,04
06.01.2024,נטועה,08,04
06.01.2024,פסוטה,08,04
06.01.2024,אבן מנחם,08,04
06.01.2024,זרעית,08,04
06.01.2024,שומרה,08,04
06.01.2024,שתולה,08,04
06.01.2024,אביבים,08,06
06.01.2024,אזור תעשייה רמת דלתון,08,06
06.01.2024,בית ספר שדה מירון,08,06
06.01.2024,ברעם,08,06
06.01.2024,ג'ש,08,06
06.01.2024,דוב''ב,08,06
06.01.2024,דלתון,08,06
06.01.2024,חורפיש,08,06
06.01.2024,יראון,08,06
06.01.2024,כרם בן זמרה,08,06
06.01.2024,מתת,08,06
06.01.2024,סאסא,08,06
06.01.2024,עלמה,08,06
06.01.2024,פקיעין,08,06
06.01.2024,צבעון,08,06
06.01.2024,צוריאל,08,06
06.01.2024,ריחאנייה,08,06
06.01.2024,אזור תעשייה חצור הגלילית,08,07
06.01.2024,אזור תעשייה כרמיאל,08,07
06.01.2024,אזור תעשייה צ.ח.ר,08,07
06.01.2024,אליפלט,08,07
06.01.2024,אלמגור,08,07
06.01.2024,אמנון,08,07
06.01.2024,ביריה,08,07
06.01.2024,בית ג'אן,08,07
06.01.2024,בענה,08,07
06.01.2024,דיר אל,08,07
06.01.2024,הילה,08,07
06.01.2024,הר,08,07
06.01.2024,חוסן,08,07
06.01.2024,חצור הגלילית,08,07
06.01.2024,חרשים,08,07
06.01.2024,טובא זנגריה,08,07
06.01.2024,כורזים ורד הגליל,08,07
06.01.2024,כפר הנשיא,08,07
06.01.2024,כפר ורדים,08,07
06.01.2024,כרכום,08,07
06.01.2024,כרמיאל,08,07
06.01.2024,לבון,08,07
06.01.2024,מג'דל כרום,08,07
06.01.2024,מחניים,08,07
06.01.2024,מעונה,08,07
06.01.2024,מעיליא,08,07
06.01.2024,מעלות תרשיחא,08,07
06.01.2024,נחף,08,07
06.01.2024,סאג'ור,08,07
06.01.2024,עין אל אסד,08,07
06.01.2024,עמיעד,08,07
06.01.2024,צורית גילון,08,07
06.01.2024,צפת,08,07
06.01.2024,ראמה,08,07
06.01.2024,ראש פינה,08,07
06.01.2024,שזור,08,07
06.01.2024,אבירים,08,07
06.01.2024,אבן מנחם,08,07
06.01.2024,אדמית,08,07
06.01.2024,אור הגנוז,08,07
06.01.2024,איילת השחר,08,07
06.01.2024,אילון,08,07
06.01.2024,אלקוש,08,07
06.01.2024,אמירים,08,07
06.01.2024,בר יוחאי,08,07
06.01.2024,גדות,08,07
06.01.2024,גורן,08,07
06.01.2024,גורנות הגליל,08,07
06.01.2024,געתון,08,07
06.01.2024,זרעית,08,07
06.01.2024,חולתה,08,07
06.01.2024,חניתה,08,07
06.01.2024,יחיעם,08,07
06.01.2024,יסוד המעלה,08,07
06.01.2024,יערה,08,07
06.01.2024,כברי,08,07
06.01.2024,כפר שמאי,08,07
06.01.2024,מירון,08,07
06.01.2024,מנות,08,07
06.01.2024,מרכז אזורי מרום גליל,08,07
06.01.2024,משמר הירדן,08,07
06.01.2024,נווה זיו,08,07
06.01.2024,נטועה,08,07
06.01.2024,ספסופה,08,07
06.01.2024,עבדון,08,07
06.01.2024,עין יעקב,08,07
06.01.2024,עין כמונים,08,07
06.01.2024,עמוקה,08,07
06.01.2024,ערב אל עראמשה,08,07
06.01.2024,פסוטה,08,07
06.01.2024,פרוד,08,07
06.01.2024,קדיתא,08,07
06.01.2024,שדה אליעזר,08,07
06.01.2024,שומרה,08,07
06.01.2024,שפר,08,07
06.01.2024,שתולה,08,07
06.01.2024,מנחת מחניים,08,07
06.01.2024,בית הלל,09,10
06.01.2024,כפר גלעדי,09,10
06.01.2024,כפר יובל,09,10
06.01.2024,מטולה,09,10
06.01.2024,מנרה,09,10
06.01.2024,מעיין ברוך,09,10
06.01.2024,מרגליות,09,10
06.01.2024,משגב עם,09,10
06.01.2024,קריית שמונה,09,10
06.01.2024,תל חי,09,10
06.01.2024,גונן,09,10
06.01.2024,דישון,09,10
06.01.2024,דפנה,09,10
06.01.2024,הגושרים,09,10
06.01.2024,יפתח,09,10
06.01.2024,כפר בלום,09,10
06.01.2024,כפר סאלד,09,10
06.01.2024,להבות הבשן,09,10
06.01.2024,מלכיה,09,10
06.01.2024,מרכז אזורי מבואות חרמון,09,10
06.01.2024,נאות מרדכי,09,10
06.01.2024,ע'ג'ר,09,10
06.01.2024,עמיר,09,10
06.01.2024,קיבוץ דן,09,10
06.01.2024,רמות נפתלי,09,10
06.01.2024,שאר ישוב,09,10
06.01.2024,שדה נחמיה,09,10
06.01.2024,שמיר,09,10
06.01.2024,שניר,09,10
06.01.2024,אודם,09,13
06.01.2024,אל רום,09,13
06.01.2024,בוקעתא,09,13
06.01.2024,מג'דל שמס,09,13
06.01.2024,מסעדה,09,13
06.01.2024,נווה אטי''ב,09,13
06.01.2024,נמרוד,09,13
06.01.2024,עין קנייא,09,13
06.01.2024,אדמית,13,39
06.01.2024,אזור תעשייה אכזיב מילואות,13,39
06.01.2024,אילון,13,39
06.01.2024,בצת,13,39
06.01.2024,גורן,13,39
06.01.2024,גורנות הגליל,13,39
06.01.2024,חניתה,13,39
06.01.2024,יערה,13,39
06.01.2024,לימן,13,39
06.01.2024,מצובה,13,39
06.01.2024,ערב אל עראמשה,13,39
06.01.2024,ראש הנקרה,13,39
06.01.2024,שלומי,13,39
06.01.2024,חמת גדר,14,04
06.01.2024,אזור תעשייה צמח,14,04
06.01.2024,האון,14,04
06.01.2024,מסדה,14,04
06.01.2024,מעגן,14,04
06.01.2024,עין גב,14,04
06.01.2024,שער הגולן,14,04
06.01.2024,תל קציר,14,04
06.01.2024,המכללה האקדמית כנרת,14,04
06.01.2024,אבירים,14,55
06.01.2024,אלקוש,14,55
06.01.2024,נטועה,14,55
06.01.2024,פסוטה,14,55
08.01.2024,בית הלל,13,44
08.01.2024,כפר גלעדי,13,44
08.01.2024,כפר יובל,13,44
08.01.2024,מטולה,13,44
08.01.2024,מנרה,13,44
08.01.2024,מעיין ברוך,13,44
08.01.2024,מרגליות,13,44
08.01.2024,משגב עם,13,44
08.01.2024,קריית שמונה,13,44
08.01.2024,תל חי,13,44
08.01.2024,אביבים,14,34
08.01.2024,אזור תעשייה רמת דלתון,14,34
08.01.2024,ברעם,14,34
08.01.2024,ג'ש,14,34
08.01.2024,דישון,14,34
08.01.2024,דלתון,14,34
08.01.2024,יפתח,14,34
08.01.2024,יראון,14,34
08.01.2024,כרם בן זמרה,14,34
08.01.2024,מלכיה,14,34
08.01.2024,מרכז אזורי מבואות חרמון,14,34
08.01.2024,עלמה,14,34
08.01.2024,ריחאנייה,14,34
08.01.2024,רמות נפתלי,14,34
08.01.2024,דישון,15,18
08.01.2024,יפתח,15,18
08.01.2024,מלכיה,15,18
08.01.2024,מרכז אזורי מבואות חרמון,15,18
08.01.2024,רמות נפתלי,15,18
09.01.2024,דישון,09,30
09.01.2024,יפתח,09,30
09.01.2024,מלכיה,09,30
09.01.2024,מרכז אזורי מבואות חרמון,09,30
09.01.2024,רמות נפתלי,09,30
09.01.2024,אביבים,09,30
09.01.2024,ברעם,09,30
09.01.2024,יראון,09,30
09.01.2024,ביריה,09,47
09.01.2024,צפת,09,47
09.01.2024,אביבים,10,04
09.01.2024,ברעם,10,04
09.01.2024,דישון,10,04
09.01.2024,יפתח,10,04
09.01.2024,יראון,10,04
09.01.2024,מלכיה,10,04
09.01.2024,מרכז אזורי מבואות חרמון,10,04
09.01.2024,רמות נפתלי,10,04
