date,city,hour,minutes
28.10.2023,שתולה,18,02
28.10.2023,ארז,17,23
28.10.2023,נתיב העשרה,17,22
28.10.2023,נתיב העשרה,17,18
28.10.2023,ממשית,17,16
28.10.2023,אבו תלול,17,16
28.10.2023,ערערה בנגב,17,15
28.10.2023,קצר,17,15
28.10.2023,אבו קרינאת,17,15
28.10.2023,אשקלון,15,12
28.10.2023,משען,15,12
28.10.2023,גיאה,15,12
28.10.2023,אזור תעשייה צפוני אשקלון,15,12
28.10.2023,בת הדר,15,12
28.10.2023,בית שקמה,15,12
28.10.2023,מבקיעים,15,12
28.10.2023,אשקלון,15,12
28.10.2023,אזור תעשייה הדרומי אשקלון,15,12
28.10.2023,באר שבע,15,04
28.10.2023,באר שבע,15,04
28.10.2023,רעים,15,00
28.10.2023,כיסופים,14,44
28.10.2023,ערב אל עראמשה,14,41
28.10.2023,ערב אל עראמשה,14,38
28.10.2023,מרגליות,14,30
28.10.2023,משגב עם,14,30
28.10.2023,בת,14,01
28.10.2023,תל אביב,14,01
28.10.2023,נתיב העשרה,13,44
28.10.2023,פרי גן,13,06
28.10.2023,סופה,13,06
28.10.2023,ניר יצחק,13,06
28.10.2023,כרמיה,13,02
28.10.2023,נתיב העשרה,13,02
28.10.2023,יד מרדכי,13,02
28.10.2023,זיקים,13,00
28.10.2023,אזור תעשייה הדרומי אשקלון,12,59
28.10.2023,נתיב העשרה,12,59
28.10.2023,יד מרדכי,12,59
28.10.2023,נתיב העשרה,11,48
28.10.2023,כיסופים,11,32
28.10.2023,מגן,10,47
28.10.2023,נחל עוז,10,35
28.10.2023,ניר עוז,10,20
28.10.2023,נתיב העשרה,01,55
27.10.2023,נתיב העשרה,21,09
27.10.2023,כפר עזה,21,03
27.10.2023,אשקלון,21,00
27.10.2023,אזור תעשייה הדרומי אשקלון,21,00
27.10.2023,מפלסים,20,59
27.10.2023,גבים,20,59
27.10.2023,מכללת ספיר,20,59
27.10.2023,מטווח ניר עם,20,59
27.10.2023,ניר עם,20,59
27.10.2023,איבים,20,59
27.10.2023,שדרות,20,59
27.10.2023,יד מרדכי,20,49
27.10.2023,כרמיה,20,49
27.10.2023,נתיב העשרה,20,49
27.10.2023,גיאה,20,49
27.10.2023,אשקלון,20,49
27.10.2023,אזור תעשייה הדרומי אשקלון,20,49
27.10.2023,מבקיעים,20,49
27.10.2023,חולית,19,51
27.10.2023,בית דגן,19,32
27.10.2023,כפר שמואל,19,31
27.10.2023,שעלבים,19,31
27.10.2023,כפר בן נון,19,31
27.10.2023,מודיעין,19,31
27.10.2023,משמר איילון,19,31
27.10.2023,נוף איילון,19,31
27.10.2023,אשקלון,19,31
27.10.2023,מבקיעים,19,31
27.10.2023,אזור תעשייה הדרומי אשקלון,19,31
27.10.2023,גת רימון,19,31
27.10.2023,גני תקווה,19,31
27.10.2023,סביון,19,31
27.10.2023,מעש,19,31
27.10.2023,קריית אונו,19,31
27.10.2023,אשדוד,19,31
27.10.2023,ניר גלים,19,31
27.10.2023,בני דרום,19,31
27.10.2023,חולון,19,30
27.10.2023,מודיעין עילית,19,30
27.10.2023,לפיד,19,30
27.10.2023,שילת,19,30
27.10.2023,כפר רות,19,30
27.10.2023,כפר האורנים,19,30
27.10.2023,חשמונאים,19,30
27.10.2023,מודיעין,19,30
27.10.2023,מתתיהו,19,30
27.10.2023,ראשון לציון,19,30
27.10.2023,יהוד,19,30
27.10.2023,יגל,19,30
27.10.2023,זיתן,19,30
27.10.2023,משמר השבעה,19,30
27.10.2023,רמת גן,19,30
27.10.2023,גנות,19,30
27.10.2023,חמד,19,30
27.10.2023,אזור,19,30
27.10.2023,אור יהודה,19,30
27.10.2023,אחיעזר,19,30
27.10.2023,צפריה,19,30
27.10.2023,כפר חב''ד,19,30
27.10.2023,ניר יצחק,18,02
27.10.2023,סופה,18,01
27.10.2023,נתיב העשרה,16,56
27.10.2023,מבקיעים,16,19
27.10.2023,ניצנים,16,19
27.10.2023,אשדוד,16,19
27.10.2023,ניצן,16,19
27.10.2023,אשדוד,16,19
27.10.2023,כפר סילבר,16,19
27.10.2023,אזור תעשייה צפוני אשקלון,16,19
27.10.2023,באר גנים,16,19
27.10.2023,אשקלון,16,19
27.10.2023,אשקלון,16,19
27.10.2023,אזור תעשייה הדרומי אשקלון,16,19
27.10.2023,משמר השבעה,14,31
27.10.2023,גנות,14,31
27.10.2023,חולון,14,31
27.10.2023,חמד,14,31
27.10.2023,בית דגן,14,31
27.10.2023,אזור,14,31
27.10.2023,אור יהודה,14,31
27.10.2023,עיינות,14,30
27.10.2023,תל אביב,14,30
27.10.2023,גת רימון,14,30
27.10.2023,רמת גן,14,30
27.10.2023,פתח תקווה,14,30
27.10.2023,גני תקווה,14,30
27.10.2023,סביון,14,30
27.10.2023,גבעת שמואל,14,30
27.10.2023,קריית אונו,14,30
27.10.2023,אירוס,14,30
27.10.2023,בית עובד,14,30
27.10.2023,אשדוד,14,30
27.10.2023,נחל עוז,14,30
27.10.2023,תל אביב,14,30
27.10.2023,נס ציונה,14,30
27.10.2023,ראשון לציון,14,30
27.10.2023,רחובות,14,30
27.10.2023,עלומים,14,30
27.10.2023,אזור,14,04
27.10.2023,מקווה ישראל,14,04
27.10.2023,כרמיה,14,03
27.10.2023,זיקים,14,03
27.10.2023,בת,14,03
27.10.2023,גבעתיים,14,02
27.10.2023,רמת גן,14,02
27.10.2023,חולון,14,02
27.10.2023,תל אביב,14,02
27.10.2023,בני ברק,14,02
27.10.2023,ראשון לציון,14,02
27.10.2023,נתיב העשרה,14,02
27.10.2023,ניצן,13,42
27.10.2023,אשדוד,13,42
27.10.2023,כרם שלום,12,44
27.10.2023,כיסופים,12,43
27.10.2023,בארי,02,51
26.10.2023,תל אביב,22,02
26.10.2023,מקווה ישראל,22,02
26.10.2023,פארק תעשיות פלמחים,22,02
26.10.2023,ראשון לציון,22,02
26.10.2023,אחיסמך,22,02
26.10.2023,בן שמן,22,02
26.10.2023,אזור תעשייה נשר,22,02
26.10.2023,גינתון,22,02
26.10.2023,ניר צבי,22,02
26.10.2023,לוד,22,02
26.10.2023,רמת גן,22,01
26.10.2023,קריית אונו,22,01
26.10.2023,גבעת שמואל,22,01
26.10.2023,פתח תקווה,22,01
26.10.2023,גבעתיים,22,01
26.10.2023,בני ברק,22,01
26.10.2023,רמת גן,22,01
26.10.2023,תל אביב,22,01
26.10.2023,צפריה,22,01
26.10.2023,כפר חב''ד,22,01
26.10.2023,משמר השבעה,22,01
26.10.2023,גנות,22,01
26.10.2023,חולון,22,01
26.10.2023,חמד,22,01
26.10.2023,בית דגן,22,01
26.10.2023,ראשון לציון,22,01
26.10.2023,אזור,22,01
26.10.2023,אור יהודה,22,01
26.10.2023,ישרש,22,01
26.10.2023,מצליח,22,01
26.10.2023,רחובות,22,01
26.10.2023,רמלה,22,01
26.10.2023,סתריה,22,01
26.10.2023,אזור תעשייה חבל מודיעין,22,01
26.10.2023,ברקת,22,01
26.10.2023,שהם,22,01
26.10.2023,כפר טרומן,22,01
26.10.2023,בית עריף,22,01
26.10.2023,בית נחמיה,22,01
26.10.2023,סופה,18,08
26.10.2023,חולית,18,08
26.10.2023,כפר חב''ד,18,05
26.10.2023,אזור,18,04
26.10.2023,ראשון לציון,18,04
26.10.2023,צפריה,18,04
26.10.2023,גני תקווה,18,04
26.10.2023,יהוד,18,04
26.10.2023,בית דגן,18,04
26.10.2023,משמר השבעה,18,03
26.10.2023,רמת גן,18,03
26.10.2023,גנות,18,03
26.10.2023,חמד,18,03
26.10.2023,סביון,18,03
26.10.2023,אור יהודה,18,03
26.10.2023,קריית אונו,18,03
26.10.2023,רמת השרון,18,03
26.10.2023,גבעתיים,18,03
26.10.2023,רמת גן,18,03
26.10.2023,חולון,18,03
26.10.2023,הרצליה,18,03
26.10.2023,תל אביב,18,03
26.10.2023,בת,18,03
26.10.2023,סינמה סיטי גלילות,18,03
26.10.2023,מתחם פי גלילות,18,03
26.10.2023,ראשון לציון,18,03
26.10.2023,פלמחים,18,03
26.10.2023,מקווה ישראל,18,03
26.10.2023,אשקלון,16,14
26.10.2023,אשקלון,16,14
26.10.2023,אזור תעשייה הדרומי אשקלון,16,14
26.10.2023,זיקים,16,14
26.10.2023,אשדוד,16,01
26.10.2023,אשדוד,16,00
26.10.2023,זיקים,16,00
26.10.2023,שיבולים,16,00
26.10.2023,מלילות,16,00
26.10.2023,גבעולים,16,00
26.10.2023,מעגלים,16,00
26.10.2023,נתיבות,16,00
26.10.2023,יושיביה,16,00
26.10.2023,אשקלון,16,00
26.10.2023,אזור תעשייה הדרומי אשקלון,16,00
26.10.2023,עין השלושה,15,28
26.10.2023,כרם שלום,15,06
26.10.2023,כרם שלום,14,54
26.10.2023,נירים,14,21
26.10.2023,כיסופים,14,14
26.10.2023,הוד השרון,13,31
26.10.2023,חמד,13,31
26.10.2023,גני עם,13,31
26.10.2023,סביון,13,31
26.10.2023,ירקונה,13,31
26.10.2023,אור יהודה,13,31
26.10.2023,גן שורק,13,31
26.10.2023,מרכז אזורי דרום השרון,13,31
26.10.2023,קריית אונו,13,31
26.10.2023,יהוד,13,31
26.10.2023,משמר השבעה,13,31
26.10.2023,גת רימון,13,31
26.10.2023,תל אביב,13,31
26.10.2023,גני תקווה,13,31
26.10.2023,בית עובד,13,31
26.10.2023,רחובות,13,31
26.10.2023,נטעים,13,31
26.10.2023,גבעתיים,13,31
26.10.2023,רמת גן,13,31
26.10.2023,פתח תקווה,13,31
26.10.2023,בית דגן,13,31
26.10.2023,עיינות,13,31
26.10.2023,פארק תעשיות פלמחים,13,31
26.10.2023,בני ברק,13,31
26.10.2023,מעש,13,31
26.10.2023,בית חנן,13,31
26.10.2023,גנות,13,31
26.10.2023,גבעת שמואל,13,31
26.10.2023,עדנים,13,31
26.10.2023,ראשון לציון,13,31
26.10.2023,פלמחים,13,31
26.10.2023,אירוס,13,31
26.10.2023,תל אביב,13,31
26.10.2023,חולון,13,31
26.10.2023,בת,13,31
26.10.2023,מקווה ישראל,13,31
26.10.2023,אזור,13,31
26.10.2023,נס ציונה,13,31
26.10.2023,כפר חב''ד,13,31
26.10.2023,ראשון לציון,13,31
26.10.2023,באר יעקב,13,31
26.10.2023,צפריה,13,31
26.10.2023,כיסופים,13,18
26.10.2023,נירים,11,50
26.10.2023,כפר עזה,10,37
26.10.2023,ניר עם,10,34
26.10.2023,איבים,10,34
26.10.2023,שדרות,10,34
26.10.2023,כיסופים,10,34
26.10.2023,כיסופים,10,30
25.10.2023,ניצן,21,59
25.10.2023,אשדוד,21,58
25.10.2023,באר גנים,21,32
